2; я бы так не сказала  ребенку почти 3 года и все его жизнь рядом с ним собака,теперь по выходным и он с папой ходит выгуливать собаку,а когда приходят с прогулки быстрее бежит за пакетом с кормом;
2;у меня такой вопрос встал в 5 лет, хочу собачку-киску и все тут, удалось убедить на кролика (потому что по квартире не шастает  , в клетке сидит  ), взяли кролика. Вот уже больше трех лет обязанность воду налить ей, летом травы нарвать только в радость ребенку,  ну и изредка поиграть. И мне спокойно, не любитель я собак и кошек, хотя в моем детстве всегда были животные дома, но с  возрастом  не хочу связывать  себя;
2;Я бы еще морскую свинку добавила к кролику. Тоже - выгуливать не надо, главное, вовремя подстилку менять, кормить-поить, ну и общаться, конечно. В отличие от хомяков, свин сам запаха неприятного не имеет. За всех не скажу, но мой не кусается, очень общительный и дружелюбный. А вообще, правильно выше уже писали, у каждого зверя и характер свой.;
2;Действительно, заведите того, за кем легче ухаживать - дети то у вас малыши ещё совсем. Рыбку какую-нибудь. Или подождите, пока подрастут и будут сами заботится о животных;
2;а мы улиток взяли!!! сыну два года, каждый вечер ходит смотреть своих питомцев. они у нас еще маленькие - отдали 10 штук, подрастим - будем раздавать, себе оставим парочку;
2;Tominova, если надумаете заводить кота, учитывайте, что его нужно хорошо кормить (не вискасом каким-то, а нормальным кормом), ему нужен наполнитель в лоток и, соответственно, регулярная уборка лотка, его нужно кастрировать (не думаю, что вы возьмете племенного кота в разведение), а так же его нужно регулярно глистогонить и прививать. Еще кот может быть со своим нелегким характером, и с этим тоже нужно будет как-то уживаться. У меня два кота и я сейчас беременна. Мы заводили котов не ради забавы для ребенка, а потому что мы сознательно хотели домашних животных.Насчет хорьков - у них весьма специфический запах, не каждый это вынесет;
2;А за рыбками, кстати, тоже уход нужен. Вряд ли ребенок будет чистить аквариум  И рыбий корм - это сильный аллерген;
2;"По-моему, вопрос в корне неправильно звучит. Не заводят животное """"для ребенка""""  . Завести то или иное животное, это сознательный и очень ответственный поступок ВЗРОСЛОГО. И заводить надо для себя прежде всего. Тогда и уход никакой не в тягость будет, ни уборка, ни прогулки, ни кормление. И ребенок, наблюдая за такой моделью поведения вырастет ответственным и добрым. А не когда будет слышать """"тычки"""" от мамы: """"Твоя собака - ты и гуляй! Твои рыбки - ты и занимайся!"""" и прочее. Тогда любое животное будет ребенку в тягость, если оно маме с папой не нужно и в тягость.И не будет скандалов и ссор: """"Ты почему не убрал/не погулял/не покормил СВОЮ *** ?!"""" -и прочее. Кто свободен, кто первый увидел, тот взял и убрал, погулял, покормил.У нас дома много животных, но всех их заводили мы с мужем для себя, понимая, что нам решать проблемы прогулок, поездок в отпуск, на занятия и траты на ветеринаров. Сына могу попросить помочь и он не откажет, но забота о всей живности лежит прежде всего на наших с мужем плечах.Как и в любом другом вопросе, воспитать можно только на личном примере. И если родители ответственно и серьезно подойдут к вопросу выбора, содержания питомца, то именно этому они и научат ребенка: прежде всего доброте и  ответственности за тех, кто рядом и кто зависит от тебя. А это и животные, и твои близкие и окружающие люди.Так что заводить любое живое существо нужно только и исключительно ДЛЯ СЕБЯ!";
1;"Мы Чишку (чихуа хуа) завели, длинношёрстного мальчугана, довольны очень! Заводили именно для деток, если вдвоём с мужем жили бы не решились  на животного 100% бы,  но всю заботу, уход, кормление, сразу по умолчанию на себя взяли и породу выбирали ту, которую сможем содержать и в радость чтобы было и нам - человекам и собачке ( был случай, когда купили кота лысого и вскоре пришлось ему других хозяев искать, потому как поняла, что не любим мы его, раздражал своим специфическим запахом... я брезговала, Лиса сначала пугается, потом хохочет, старшая вообще равнодушна, и это при том, что животное только только в доме появилось, дальше я так представила, что были бы постоянные """"швыряния"""" животинки бедной, типа: """"Не мявкай, на ногу не наступай, мне противно, фу, пошёл вон с кровати такой липкий, дурной и.т.д.   """" поэтому сразу практически отдали его в добрые ласковые руки... и мне было очень спокойно, что коту было в семье   и нам без него тоже). Старшая мопса просила, у них у пол класса эту породу содержат, но нам вспомнилось, как он храпит, что шерсть впивается как иголки в носки, что гулять надо, вариант отпал. Кошка царапает мебель, место, где лоток стоит должно быть открыто, как*ет вонюче  , спит на постели, от пушистых шерсти много...на одежде и по дому, у нас и без этого уборки    Шерсть своей собаки вижу только на подстилках, на диваны - кровати запрыгивать не умеет, по столам не лазиет, ест всё, что едим мы, дружелюбный не истеричный, туалет на лотке, гуляем исключительно в магазины с ним   Любит, когда его наряжают. Мышки японские у нас две жили, очень интересные животные, средней особенно они нравились, умерли, жаль их очень, Лиса до сих пор их вспоминает, нравились, но убирать у них каждый день надо, иначе... вонь, подразумеваю, что хорь тоже вонючка? Я одно время хотела его завести, потом на улице увидела, парень гуляет со зверьком, погладила, расспросила, сказал, что вонючий и руки потом пахли, ещё кто - то говорил, что мебель грызёт, правда или нет? Попугаи... они у нас не ручные почему - то, в общем - то чириканья нормально переносим, а вот сору от них      Ну и детям не интересно... просто наблюдать только, а им же надо поубегать, погладить, побеситься и т.д.";
2;В общем завели мы собаку,попугая и рыбок!;
2;Кроликов дети очень любят. Они спокойные, не обидят.));
2;"Kylie, да ладно! Не смешите. Кролик может так цапнуть- мало не покажется.Вы зубы-то их видели? Так что информация, что кролики милые пушистики это не совсем верно как минимум. Кролики - одни из самых частых отказников. Почему бы это? Не задумывались? Почему люди сначала берут, а потом не знают, как избавиться. Хорошо, если кролик находит новый дом. Но чаще всего он переселяется на балкон и там доживает. Один.Классическое и очень частое развитие истории с кроликом.Ну и добавлю: не существует никаких животных ДЛЯ детей! Любое живое существо родители должны брать для СЕБЯ! Исключительно. И отдавать себе отчёт, что именно родитель в ответе за хорошее отношение, питание, уборку, выгул, лечение и т.д. Но никак не ребёнок. И ответственное отношение, забота и любовь к животным воспитывается не тем, что ребёнку приносят зверушку и заставляют за ней ухаживать (""""Это твой кролик, ты хотел, вот иди и убирай!"""", """"Ты покормил Барсика? Почему? Хотел кота, а теперь тебе некогда ему корм насыпать?"""" и т.д). Ответственность и любовь к животным можно воспитать только на собственном примере, а не продавливая чувство вины и долга. В семьях, где мама с папой обожают СВОИХ зверей не возникает вопроса, кого купить ребёнку, чтоб воспитать в нём заботу. Ребёнок уже растёт в этой среде. А там, где зверёныш это инструмент воспитания, не вырастет искренняя любовь, ответственность и забота. Из под палки такое не растёт.";
2;Когда я была беременной, мне мой врач-гинеколог сказала что нужно завести дома животного...Я сначала не поняла о чем она вообще говорит и зачем мне шерсть по всему дому.. все-таки ребенок и должна быть стерильность, и мне значит мой врач объясняет, что мол зайди на этот сайт и почитай там все подробно написано https://topseochecker.com/xn--h1akblq.xn--p1ai типа на шерсти животных есть какие-то бактерии которые необходимы для организма малыша, эти бактерии укрепляют иммунитет нашего ребенка с маленьку, я послушала и наверное начала верить в это, потому что мой ребенок до сих пор не болеет. Мы брали собачка рассел терьер, это отличные животные для детей, наш ребенок в восторге));
2;"Вчера приходила очередная няня, 1939 года рождения. Ну неужели кто-то доверил бы своего ребенка столь пожилому человеку? На что люди расчитывают - не понимаю...Или для многих - дети - это цветы...комнатные? посадил, поливаешь и хватит..."" Я уже кажется писала (где то в другой теме) , что у нас была няня примерно такого возраста. Замечательная няня. Добрый, порядочный и очень ответственный человек.  Говорю, так уверенно, потому что, я в то время работала дома и видела как она обращалась с Илькой. Так что, некоторые пожилые фору молодым дадут.";
1;А меня муж уговаривает взять няню на 3 часа в день с выходными, чтобы выходить можно было куда-нибудь...у нас в городе родственников нет...поэтому таскаем везде дочу с собой.Но я чесно говоря боюсь брать няню...хорошего человека сложно найти...да и понарассказывали мне про нянь.;
2;Тут еще вопрос, где взять порядочную няню. Ведь ей оставляют самое дорогое - малыша, ну еще и квартиру, из которой можно вынести немногое имеющиеся...;
2;Afo, т.е. родителям нужно платить 1000 в деньш? 5 тыс в неделю, 20 тыс в месяц? КТО может это себе позволить? Нет, если с ребенком час-два посидеть, тогда смысла нет  за 20 руб/час, но когда целый день...Моя соседка завтра выходит на работу, приводит мне ребенка, з/п у нее будет 8 тыс. И что, какой смысл работать, если на няню денег уйдет больше, чем она получает? У меня просто совести не хватит ей цену задирать немеренно;
2;Фруктик А ты представь, когда трое детей, на какую з/п мне нужно выходитьш?  Моя соседка завтра выходит на работу, приводит мне ребенка, з/п у нее будет 8 тыс. Не Емельянова ее фамилия?;
2;А можно еще вот так объедениться!  Просто объедениться мамами. Одна мама сидит сначала со всеми детками, потом другая мама , и т.д. И денег не надо платить. Друг друга выручаем  Смотря у кого какие потребности. Допустим, одной нужно уйти в первой половине дня, другой - во второй, друг дрга подменить можно. Но это если иногда.;
1;У меня которая няней была женщина - 50 руб/час, у нее старые расценки были. В течении года все было хорошо, в последнее время только и опаздывать стала, и обещания не выполнять. Свет, можно попробовать…А вообще, моя Аня очень не контактный ребенок, даже и не знаю, как она будет новых людей принимать:(;
2;Ну вот та няня, про которую я писала получает не меньше 30000 в месяц, потому, что с двумя детишками сидит. Значит есть люди, которые могут себе это позволить. У этой же семьи родилась еще одна маленькая дочка, так для неё еще одну няню наняли))))  Представьте)Но, естественно, надо понимать, что няня здесь полностью посвящает себя семье, то есть никаких своих детей, сидений дома и т.д. Свой сын у неё взрослый. Кстати! Живет она именно на п.Горького и каждый день ездит к нам в центр. Как знать, может вы и знакомы.;
2;Идея хорошая...я тоже об этом думала…Единственное объединяться надо тем кто рядом живет...т.к. тащить ребенка в общественном транспорте куда-то не очень хорошо.Ну и конечно все пробовать надо...как детки между собой ладить будут.;
2;Не девочки, я на такие подвиги наверное не способна...  Со своими то справляюсь - они то под меня воспитаны (равно выдрессированы ), а как с другими быть... ну на час-два меня можт хватит, но вообще нянька я никакая... меня частенько в шок кидает, как другие мамы любят своих детей и многое им позволяют... не говорю, что это плохо, просто я к такому не привыкла  ..мои то сразу как в армии воспитываются...;
2;Я тоже за! Мы живем на базе КАФ. Если кто рядом, давайте знакомиться;
2;Я совсем рядом, на белоснежке живу, но я скоро на работу выхожу.;
1;Марусенька я про тебя знаю и помню, что ты то ли с января, то ли с февраля выходить на работу собиралась и няню на весь день искала. На весь день я пас, страшновато на весь день чужого ребенка.;
2;Моя соседка-бабушка тоже часто нам (мамашкам) так предлагает делать:). На  самом деле можно и так выйти из положения, когда срочно надо куда-нибудь.А у меня другая проблема. Дети ходят в обычный сад, но часто болеют, один подхватит и обязательно другого заражает. Поэтому я не могу выйти на работу, меня просто выпрут из-за моих вечных больничных. Как вы думаете, а возможно найти няню на время болезней детей, чтобы я могла продолжать работать?;
2;По-моему, это она совсем загнула, 100 р. за час    Мы договорилися платить 50 и то, мне кажется много, но это в сравнении с моей ЗП.;
1;Lala я тоже могу сказать, что у меня опыт почти 5 лет  но при этом чужим детям нянька я никакая (ну эт я так субъективно, ну не смогу на себя такую ответственность взять, боюсь), даж за деньги  хотя сестра моя говорит, что с детьми ее я контакт нашла сразу и они меня полюбили, я их чему то даже научила, когда у нее в гостях была... Но это не значит, что гуд-специалист теперь...я б на твоем месте либо подождала еще кандидатов, либо пригласила ее. Может быть попросить адрес или телефон, у кого она работала? Спросить мнение. И пусть она побудет с сыной в твоем присутствии для начала, через день-два уйди на часик и вернись внезапно  Оценишь... Договор с паспортными данными, прописку не забудь... Назначь испытательный месяц и скажи, что если не сойдетесь, то звиняйте...А если уж по душе придется, то денег жалеть не надо эт мое мнение;
2;Lala Ага, и видеокамеру установи...уйди часа на два...а скажи что будешь вечером…Да и с прежними работодателями надо поговорить…Эсли няня хорошая и реально ты сможешь ей доверять, тут и 100р в час не жалко...;
1;17600!   удавиться! Куча врачей, учителей и т.д. получает в два раза меньше. Для тетки без образования, которой придется сидеть только с одним ребенком, ИМХО сильно много будет.;
2;Не то слово! Что-то расценки у нее московские.   За такие деньги там и английский должен быть, и музыка, и логопедия, и кукольный театр на дому. А вообще нужно обязательно понаблюдать за ней в течении дня, ничего не говоря и не указывая: как кормит ребенка, пробует ли пищу отдельно ложкой или той же, что дитю дает, как горшок моет-дезинфицирует, как одевает-укладывает. Да даже помоет ли она руки, как придет, перед тем, как ребенка взять. Это о многом сразу скажет. И потом, по каким методикам она будет заниматься с ребенком за такие деньги? Мотессори, Домана, Лупан? Может, она и не слышала таких слов, а все развитие-книжку почитать. Большие деньги платят не только за безопасность ребенка и доброту няни, а  за профессионализм. Если его нет-это деньги на ветер. Добрую тетю, что посидит с малышом можно и намного дешевле найти.;
2;Согласна на все 100%!...только где найти такую тетю? Все сейчас хотят хорошо заработать...и няни тоже, пользуясь порой безвыходным положением родителей.;
2;Мы с мужем вчера эту тему перетерли, он мне сказал очень верную мысль: а няне тоже надо на что-то жить. Нанимаете человека на полный рабочий день, без отлучек, в чужом доме, следить за ребенком, который мож совсем не подарок, учить его, развлекать. И при этом платить копейки.;
2;Есть еще вариант, что 100 руб. в час, это как приходящая, может на час, может на 3... Наверняка, если полный раб день предложить на постоянку, то и цена будет оптовой;
1;Я когда старшим няньку искала, тоже всяких насмотрелась Я хотела отдавать к няньке домой, боялась домой ее звать... Так вот походила я по этим домам... Дети ползают беспризорно, телек орет, дома кавардак, она на кухне, варит что-то неприятно пахнущее, говорит, а дети у меня приученые, за ковер не заползают, я на кухню их не пускаю...думаю, ну их таких нянь!!;
2;Я смотрю сейчас няни кто во что горазд... Некоторые и по 200 просят... От безысходности мамочки готовы отдавать всю свою зарплату  Думаю, если решится проблема с садиками, то расценки нянечек полетят вниз...;
2;а она решится? что слышно?;
2;Вот, вот...есть спрос, а значит есть и предложения...А всю зарплату на няню спускать?   Есть ли смысл тогда работать? Для своего ребенка вы самая лучшая няня!;
2;Слышала, что к концу года обещают восстановить часть садов. На днях пройдет продажа госсобственности, планируется часть денег направить на восстановление и открытие детских садов.Ола, полностью с тобой согласна. У меня муж не готов няне даже 10 000 платить в месяц на полный рабочий день. В данном случае он противник моего выхода на работу...;
2;Мда..надо цену поднимать, что ли?   А то я со своими 30 руб/час тут как белая ворона..;
2;Фруктик да у тебя вообще цены какие-то нереальные. Поднимай постепенно.З.Ы. Никто к тебе из моих знакомых не водит? А то голову оторвут.Хотя подумала.... Моя подруга водит в садик на Доме Одежды за 350 руб день. Это за 10 часов буднего дня с питанием, т.е. 35 руб час.А темка про няню приходящую для одного ребенка. Чет няни загнули...;
2;Бабуха Я своих за 300 руб. в день вожу... каждый. Это ж мини-садик, там минимум 2 человека, а обычно от 4 до 8! 300х8=2400!!! ...в день.Кормит она конечно как на убой, дома мои дети вообще редко едят, ток по выходным, но думаю не больше половины цены идет на еду.;
